date,time,open,high,low,close,volume
20231126,195900,4558.25,4558.25,4557.50,4557.75,164
20231126,200000,4558.00,4558.25,4557.75,4558.00,140
20231126,200100,4558.00,4558.00,4557.75,4558.00,51
20231126,200200,4558.00,4558.25,4557.75,4558.25,114
20231126,200300,4558.00,4558.25,4557.50,4557.50,381
20231126,200400,4557.50,4557.75,4557.25,4557.50,286
20231126,200500,4557.50,4558.00,4557.25,4557.75,311
20231126,200600,4557.75,4558.75,4557.75,4558.75,158
20231126,200700,4558.75,4558.75,4557.75,4558.25,167
20231126,200800,4558.25,4558.25,4557.75,4558.00,31
20231126,200900,4558.00,4558.50,4558.00,4558.50,28
20231126,201000,4558.50,4558.50,4558.25,4558.25,26
20231126,201100,4558.25,4558.75,4558.25,4558.75,46
20231126,201200,4558.75,4559.25,4558.75,4559.25,180
20231126,201300,4559.00,4559.25,4558.75,4559.25,81
20231126,201400,4559.25,4559.50,4559.00,4559.50,113
20231126,201500,4559.25,4559.75,4559.00,4559.25,196
20231126,201600,4559.25,4560.25,4559.00,4560.00,333
20231126,201700,4560.00,4560.75,4559.75,4560.75,267
20231126,201800,4560.75,4560.75,4560.25,4560.75,104
20231126,201900,4560.50,4560.75,4560.25,4560.75,160
20231126,202000,4560.50,4560.75,4560.25,4560.25,133
20231126,202100,4560.25,4560.50,4560.00,4560.25,135
20231126,202200,4560.25,4560.50,4560.00,4560.00,61
20231126,202300,4560.00,4560.25,4559.75,4560.25,86
20231126,202400,4560.00,4561.25,4560.00,4561.25,289
20231126,202500,4561.00,4562.00,4561.00,4561.50,835
20231126,202600,4561.50,4561.75,4561.25,4561.25,102
20231126,202700,4561.25,4562.25,4561.25,4561.75,294
20231126,202800,4562.00,4562.00,4561.75,4562.00,80
20231126,202900,4561.75,4562.75,4561.75,4562.50,501
20231126,203000,4562.50,4562.50,4561.50,4561.50,217
20231126,203100,4561.50,4561.50,4561.00,4561.00,192
20231126,203200,4561.25,4561.25,4560.50,4560.75,132
20231126,203300,4560.75,4561.00,4560.75,4561.00,190
20231126,203400,4561.25,4561.50,4561.00,4561.25,73
20231126,203500,4561.00,4561.25,4561.00,4561.00,95
20231126,203600,4561.00,4561.00,4560.50,4560.50,58
20231126,203700,4560.25,4560.25,4559.75,4560.25,210
20231126,203800,4560.00,4560.25,4559.75,4560.00,78
20231126,203900,4560.00,4560.25,4559.50,4559.75,148
20231126,204000,4559.75,4559.75,4559.00,4559.00,219
20231126,204100,4559.00,4559.50,4558.75,4559.50,110
20231126,204200,4559.50,4560.00,4559.50,4559.75,118
20231126,204300,4560.00,4560.00,4559.25,4559.50,84
20231126,204400,4559.50,4560.00,4559.50,4559.75,71
20231126,204500,4559.50,4559.75,4559.50,4559.75,59
20231126,204600,4559.50,4560.25,4559.50,4560.25,72
20231126,204700,4560.25,4560.50,4560.00,4560.00,75
20231126,204800,4560.00,4560.50,4560.00,4560.25,54
20231126,204900,4560.25,4560.25,4560.00,4560.25,10
20231126,205000,4560.00,4560.50,4560.00,4560.50,14
20231126,205100,4560.25,4560.50,4560.00,4560.25,49
20231126,205200,4560.00,4560.00,4559.75,4559.75,26
20231126,205300,4559.75,4559.75,4559.75,4559.75,43
20231126,205400,4559.75,4559.75,4559.25,4559.50,62
20231126,205500,4559.25,4559.25,4559.00,4559.00,44
20231126,205600,4559.25,4559.50,4559.00,4559.00,83
20231126,205700,4559.00,4559.25,4559.00,4559.25,45
20231126,205800,4559.25,4559.25,4558.75,4559.25,58
20231126,205900,4559.00,4559.25,4559.00,4559.25,58
20231126,210000,4559.00,4559.50,4559.00,4559.25,31
20231126,210100,4559.00,4559.00,4558.50,4558.75,181
20231126,210200,4558.75,4559.00,4558.50,4558.50,10
20231126,210300,4558.50,4558.75,4557.50,4557.75,335
20231126,210400,4557.75,4557.75,4557.00,4557.50,356
20231126,210500,4557.50,4557.75,4556.50,4556.50,264
20231126,210600,4556.50,4557.00,4556.50,4557.00,168
20231126,210700,4557.00,4557.00,4556.50,4556.75,45
20231126,210800,4556.75,4557.00,4556.50,4556.75,213
20231126,210900,4556.75,4556.75,4556.25,4556.50,246
20231126,211000,4556.50,4556.50,4555.50,4556.25,404
20231126,211100,4556.50,4556.75,4556.25,4556.75,110
20231126,211200,4556.75,4557.25,4556.75,4557.00,126
20231126,211300,4557.00,4557.25,4556.75,4557.25,56
20231126,211400,4557.25,4557.50,4557.00,4557.00,119
20231126,211500,4556.75,4557.00,4556.50,4557.00,105
20231126,211600,4557.00,4557.25,4556.75,4557.25,69
20231126,211700,4557.25,4557.25,4556.75,4556.75,45
20231126,211800,4556.50,4556.75,4556.50,4556.50,49
20231126,211900,4556.50,4556.75,4556.25,4556.50,105
20231126,212000,4556.50,4556.50,4556.00,4556.25,116
20231126,212100,4556.00,4556.25,4556.00,4556.00,53
20231126,212200,4556.00,4556.25,4555.75,4556.00,55
20231126,212300,4556.00,4556.00,4555.50,4556.00,120
20231126,212400,4555.75,4556.25,4555.75,4556.00,118
20231126,212500,4555.75,4556.00,4555.75,4555.75,66
20231126,212600,4556.00,4556.00,4555.75,4556.00,107
20231126,212700,4555.75,4556.25,4555.75,4556.25,26
20231126,212800,4556.25,4556.25,4556.00,4556.00,56
20231126,212900,4556.00,4556.00,4555.75,4555.75,130
20231126,213000,4556.00,4556.00,4555.50,4555.50,78
20231126,213100,4555.75,4555.75,4555.00,4555.00,397
20231126,213200,4555.25,4555.75,4555.00,4555.50,96
20231126,213300,4555.75,4555.75,4555.50,4555.50,106
20231126,213400,4555.75,4555.75,4555.25,4555.50,66
20231126,213500,4555.50,4556.00,4555.50,4556.00,50
20231126,213600,4555.75,4556.00,4555.50,4555.75,116
20231126,213700,4555.50,4556.00,4555.25,4556.00,46
20231126,213800,4555.75,4556.25,4555.75,4556.00,95
20231126,213900,4556.00,4556.00,4555.75,4556.00,22
20231126,214000,4555.75,4555.75,4555.50,4555.50,50
20231126,214100,4555.50,4555.75,4555.50,4555.75,71
20231126,214200,4555.50,4555.50,4555.25,4555.25,98
20231126,214300,4555.50,4555.50,4555.00,4555.50,72
20231126,214400,4555.25,4555.75,4555.25,4555.75,37
20231126,214500,4555.75,4555.75,4555.50,4555.75,53
20231126,214600,4555.75,4555.75,4555.25,4555.75,26
20231126,214700,4555.75,4555.75,4555.50,4555.50,71
20231126,214800,4555.50,4555.75,4555.25,4555.50,78
20231126,214900,4555.50,4555.50,4555.25,4555.25,23
20231126,215000,4555.50,4555.75,4555.50,4555.50,34
20231126,215100,4555.50,4555.75,4555.25,4555.50,46
20231126,215200,4555.50,4555.75,4555.50,4555.75,15
20231126,215300,4555.75,4556.00,4555.50,4556.00,42
20231126,215400,4556.00,4556.00,4555.75,4555.75,36
20231126,215500,4555.50,4555.50,4555.25,4555.25,55
20231126,215600,4555.25,4555.50,4555.25,4555.50,30
20231126,215700,4555.50,4555.50,4555.50,4555.50,4
20231126,215800,4555.50,4555.50,4555.00,4555.25,50
20231126,215900,4555.25,4555.75,4555.25,4555.75,49
20231126,220000,4555.75,4556.00,4555.50,4556.00,35
20231126,220100,4556.00,4556.00,4555.75,4555.75,27
20231126,220200,4556.00,4556.25,4555.75,4556.00,48
20231126,220300,4556.00,4556.00,4555.50,4555.75,38
20231126,220400,4555.75,4555.75,4555.25,4555.25,38
20231126,220500,4555.50,4555.50,4555.25,4555.50,25
20231126,220600,4555.25,4555.50,4555.00,4555.25,66
20231126,220700,4555.25,4555.25,4555.00,4555.00,28
20231126,220800,4555.00,4555.00,4554.75,4555.00,196
20231126,220900,4555.00,4555.00,4554.75,4555.00,82
20231126,221000,4555.25,4555.25,4554.75,4555.00,110
20231126,221100,4554.75,4555.00,4554.75,4554.75,5
20231126,221200,4554.75,4555.25,4554.75,4555.25,38
20231126,221300,4555.25,4555.50,4555.25,4555.25,30
20231126,221400,4555.50,4555.75,4555.25,4555.50,47
20231126,221500,4555.50,4555.50,4555.50,4555.50,35
20231126,221600,4555.50,4555.50,4555.25,4555.25,5
20231126,221700,4555.25,4555.25,4555.00,4555.00,63
20231126,221800,4555.00,4555.00,4554.75,4554.75,17
20231126,221900,4555.00,4555.25,4554.75,4555.25,18
20231126,222000,4555.25,4555.25,4554.50,4554.75,135
20231126,222100,4554.50,4554.75,4554.25,4554.75,338
20231126,222200,4554.75,4555.25,4554.50,4555.25,59
20231126,222300,4555.00,4555.00,4555.00,4555.00,24
20231126,222400,4555.00,4555.00,4554.75,4554.75,25
20231126,222500,4554.50,4554.50,4553.50,4553.75,635
20231126,222600,4553.75,4554.00,4553.00,4553.50,288
20231126,222700,4553.50,4554.00,4553.25,4553.75,96
20231126,222800,4554.00,4554.25,4553.75,4554.00,62
20231126,222900,4554.00,4554.00,4553.50,4553.50,73
20231126,223000,4553.50,4553.75,4553.25,4553.75,91
20231126,223100,4554.00,4554.00,4553.50,4553.50,26
20231126,223200,4553.75,4554.25,4553.75,4554.25,45
20231126,223300,4554.25,4554.50,4554.00,4554.50,69
20231126,223400,4554.50,4555.00,4554.50,4554.75,90
20231126,223500,4554.50,4554.75,4554.50,4554.50,37
20231126,223600,4554.50,4554.75,4554.25,4554.50,49
20231126,223700,4554.50,4554.50,4554.00,4554.25,86
20231126,223800,4554.00,4554.00,4553.75,4554.00,87
20231126,223900,4553.75,4554.00,4553.75,4554.00,14
20231126,224000,4554.00,4554.25,4553.75,4554.25,42
20231126,224100,4554.00,4554.25,4553.75,4554.25,81
20231126,224200,4554.25,4554.75,4554.25,4554.75,70
20231126,224300,4554.75,4555.50,4554.75,4555.25,376
20231126,224400,4555.25,4555.25,4555.00,4555.25,55
20231126,224500,4555.25,4555.25,4554.75,4555.00,49
20231126,224600,4555.25,4555.25,4555.00,4555.00,67
20231126,224700,4555.25,4555.25,4554.75,4554.75,27
20231126,224800,4555.00,4555.25,4554.75,4554.75,47
20231126,224900,4555.00,4555.25,4554.75,4554.75,30
20231126,225000,4554.75,4555.25,4554.75,4555.25,38
20231126,225100,4555.25,4555.25,4555.00,4555.25,12
20231126,225200,4555.25,4555.25,4555.25,4555.25,14
20231126,225300,4555.25,4555.25,4555.00,4555.25,55
20231126,225400,4555.25,4555.50,4555.25,4555.50,140
20231126,225500,4555.50,4555.75,4555.25,4555.75,46
20231126,225600,4555.50,4555.75,4555.25,4555.25,133
20231126,225700,4555.25,4555.50,4555.00,4555.25,51
20231126,225800,4555.50,4555.50,4555.25,4555.50,23
20231126,225900,4555.50,4555.50,4555.25,4555.50,9
20231126,230000,4555.25,4555.50,4555.25,4555.50,19
20231126,230100,4555.50,4555.50,4555.00,4555.00,94
20231126,230200,4555.25,4555.25,4555.25,4555.25,41
20231126,230300,4555.25,4555.50,4555.25,4555.50,17
20231126,230400,4555.50,4555.50,4555.25,4555.25,3
20231126,230500,4555.25,4555.50,4555.25,4555.25,12
20231126,230600,4555.50,4555.50,4555.25,4555.25,13
20231126,230700,4555.25,4555.50,4555.25,4555.50,13
20231126,230800,4555.50,4555.50,4555.50,4555.50,6
20231126,230900,4555.50,4555.50,4555.00,4555.25,41
20231126,231000,4555.00,4555.25,4555.00,4555.25,21
20231126,231100,4555.00,4555.25,4555.00,4555.25,10
20231126,231200,4555.25,4555.25,4555.25,4555.25,14
20231126,231300,4555.00,4555.00,4554.75,4554.75,96
20231126,231400,4554.75,4554.75,4554.75,4554.75,19
20231126,231500,4554.75,4555.25,4554.75,4555.25,23
20231126,231600,4555.25,4555.50,4555.00,4555.25,15
20231126,231700,4555.25,4555.50,4555.25,4555.25,5
20231126,231800,4555.25,4555.50,4555.25,4555.50,6
20231126,231900,4555.25,4555.50,4555.25,4555.50,36
20231126,232000,4555.50,4555.50,4555.25,4555.50,21
20231126,232100,4555.25,4555.50,4555.25,4555.25,9
20231126,232200,4555.25,4555.50,4555.25,4555.50,17
20231126,232300,4555.50,4555.50,4555.25,4555.50,19
20231126,232400,4555.50,4555.50,4555.25,4555.25,12
20231126,232500,4555.25,4555.50,4555.25,4555.25,7
20231126,232600,4555.25,4555.25,4555.00,4555.25,14
20231126,232700,4555.00,4555.25,4555.00,4555.00,47
20231126,232800,4554.75,4555.25,4554.75,4555.25,22
20231126,232900,4555.00,4555.25,4554.75,4555.00,21
20231126,233000,4555.00,4555.25,4555.00,4555.25,9
20231126,233100,4555.25,4555.25,4555.00,4555.25,3
20231126,233200,4555.00,4555.00,4555.00,4555.00,8
20231126,233300,4555.00,4555.25,4555.00,4555.25,7
20231126,233400,4555.25,4555.25,4555.00,4555.25,4
20231126,233500,4555.25,4555.25,4555.00,4555.25,10
20231126,233600,4555.00,4555.00,4555.00,4555.00,18
20231126,233700,4554.75,4555.00,4554.75,4554.75,12
20231126,233800,4554.75,4554.75,4554.75,4554.75,9
20231126,233900,4554.75,4555.00,4554.75,4555.00,47
20231126,234000,4555.00,4555.50,4555.00,4555.50,70
20231126,234100,4555.50,4556.00,4555.50,4555.75,132
20231126,234200,4555.75,4555.75,4555.50,4555.75,29
20231126,234300,4555.75,4555.75,4555.50,4555.75,22
20231126,234400,4555.75,4555.75,4555.50,4555.75,10
20231126,234500,4555.75,4555.75,4555.25,4555.50,27
20231126,234600,4555.50,4555.75,4555.50,4555.50,5
20231126,234700,4555.75,4555.75,4555.50,4555.50,11
20231126,234800,4555.75,4555.75,4555.50,4555.75,28
20231126,234900,4555.50,4555.75,4555.50,4555.50,18
20231126,235000,4555.50,4555.50,4555.25,4555.25,19
20231126,235100,4555.50,4555.50,4555.50,4555.50,63
20231126,235200,4555.50,4555.50,4555.50,4555.50,9
20231126,235300,4555.50,4555.50,4555.00,4555.00,35
20231126,235400,4555.25,4555.25,4555.00,4555.25,14
20231126,235500,4555.50,4555.75,4555.25,4555.75,19
20231126,235600,4555.75,4555.75,4555.50,4555.50,33
20231126,235700,4555.25,4555.50,4555.25,4555.50,6
20231126,235800,4555.25,4555.50,4555.25,4555.25,14
20231126,235900,4555.25,4555.25,4555.00,4555.25,19
20231127,000000,4555.25,4555.50,4555.25,4555.25,18
20231127,000100,4555.25,4555.25,4554.75,4554.75,55
20231127,000200,4554.75,4555.00,4554.75,4554.75,38
20231127,000300,4554.75,4554.75,4554.50,4554.50,49
20231127,000400,4554.50,4554.50,4554.00,4554.25,146
20231127,000500,4554.25,4554.50,4554.25,4554.50,16
20231127,000600,4554.50,4554.50,4554.00,4554.25,33
20231127,000700,4554.25,4554.25,4554.00,4554.00,55
20231127,000800,4553.75,4554.25,4553.75,4554.00,25
20231127,000900,4553.75,4554.00,4553.75,4554.00,23
20231127,001000,4554.00,4554.00,4553.25,4553.50,156
20231127,001100,4553.50,4553.50,4553.25,4553.50,56
20231127,001200,4553.50,4553.75,4553.25,4553.50,31
20231127,001300,4553.50,4553.75,4553.50,4553.75,21
20231127,001400,4553.75,4553.75,4553.50,4553.75,52
20231127,001500,4553.75,4553.75,4553.75,4553.75,70
20231127,001600,4553.75,4554.00,4553.50,4553.50,48
20231127,001700,4553.50,4553.50,4553.00,4553.50,131
20231127,001800,4553.50,4553.75,4553.25,4553.50,34
20231127,001900,4553.50,4553.75,4553.25,4553.75,42
20231127,002000,4553.50,4553.75,4553.50,4553.50,38
20231127,002100,4553.50,4553.50,4553.25,4553.50,57
20231127,002200,4553.75,4553.75,4553.50,4553.50,27
20231127,002300,4553.50,4553.50,4553.00,4553.00,79
20231127,002400,4553.25,4553.25,4552.75,4553.25,117
20231127,002500,4553.25,4554.00,4553.25,4553.75,102
20231127,002600,4554.00,4554.25,4553.50,4554.25,114
20231127,002700,4554.00,4554.50,4554.00,4554.25,99
20231127,002800,4554.00,4554.00,4553.75,4553.75,18
20231127,002900,4553.75,4553.75,4553.00,4553.00,52
20231127,003000,4553.25,4554.00,4553.25,4553.75,92
20231127,003100,4554.00,4554.50,4554.00,4554.50,56
20231127,003200,4554.50,4554.50,4554.50,4554.50,40
20231127,003300,4554.50,4554.50,4554.25,4554.50,30
20231127,003400,4554.50,4554.50,4554.25,4554.50,8
20231127,003500,4554.50,4554.50,4554.25,4554.50,21
20231127,003600,4554.25,4554.50,4554.25,4554.50,45
20231127,003700,4554.50,4554.50,4554.25,4554.25,15
20231127,003800,4554.50,4554.50,4554.25,4554.25,38
20231127,003900,4554.25,4554.25,4554.25,4554.25,10
20231127,004000,4554.50,4554.75,4554.50,4554.75,53
20231127,004100,4554.75,4555.00,4554.75,4554.75,33
20231127,004200,4555.00,4556.00,4555.00,4555.50,513
20231127,004300,4555.75,4555.75,4555.25,4555.25,145
20231127,004400,4555.25,4555.50,4555.25,4555.25,57
20231127,004500,4555.25,4555.25,4555.00,4555.00,31
20231127,004600,4555.25,4555.25,4555.00,4555.25,45
20231127,004700,4555.25,4555.25,4554.75,4555.00,80
20231127,004800,4555.00,4555.25,4555.00,4555.25,15
20231127,004900,4555.25,4555.25,4555.00,4555.00,17
20231127,005000,4555.25,4555.25,4554.75,4554.75,35
20231127,005100,4554.75,4555.00,4554.00,4554.00,76
20231127,005200,4554.25,4554.50,4554.00,4554.25,28
20231127,005300,4554.25,4554.25,4554.00,4554.25,26
20231127,005400,4554.25,4554.25,4553.75,4554.00,89
20231127,005500,4554.00,4554.00,4553.75,4554.00,9
20231127,005600,4553.75,4553.75,4553.75,4553.75,16
20231127,005700,4553.75,4553.75,4552.75,4553.00,181
20231127,005800,4553.00,4553.25,4552.00,4552.50,451
20231127,005900,4552.75,4553.00,4552.00,4552.25,209
20231127,010000,4552.25,4553.00,4552.00,4553.00,290
20231127,010100,4553.00,4553.25,4552.75,4553.25,104
20231127,010200,4553.25,4553.25,4552.75,4553.00,41
20231127,010300,4553.25,4553.25,4553.00,4553.25,82
20231127,010400,4553.25,4553.25,4552.75,4553.00,19
20231127,010500,4553.00,4553.00,4552.50,4552.50,25
20231127,010600,4552.75,4553.25,4552.75,4553.25,48
20231127,010700,4553.00,4553.50,4553.00,4553.25,74
20231127,010800,4553.50,4554.25,4553.50,4554.25,133
20231127,010900,4554.00,4554.50,4554.00,4554.25,110
20231127,011000,4554.50,4554.75,4554.25,4554.75,157
20231127,011100,4554.75,4555.00,4554.50,4554.75,63
20231127,011200,4554.75,4555.00,4554.25,4555.00,101
20231127,011300,4554.75,4555.25,4554.75,4555.00,75
20231127,011400,4555.00,4555.25,4555.00,4555.00,44
20231127,011500,4555.00,4555.00,4554.50,4554.75,31
20231127,011600,4554.50,4554.75,4554.50,4554.75,34
20231127,011700,4554.75,4555.00,4554.75,4554.75,34
20231127,011800,4554.75,4555.00,4554.50,4554.75,31
20231127,011900,4554.50,4554.50,4554.50,4554.50,43
20231127,012000,4554.75,4555.00,4554.75,4555.00,41
20231127,012100,4555.25,4555.50,4555.00,4555.50,73
20231127,012200,4555.25,4555.50,4555.25,4555.25,43
20231127,012300,4555.00,4555.50,4555.00,4555.50,59
20231127,012400,4555.25,4555.75,4555.25,4555.50,93
20231127,012500,4555.25,4555.25,4555.25,4555.25,80
20231127,012600,4555.25,4555.75,4555.25,4555.75,45
20231127,012700,4555.50,4556.00,4555.50,4555.75,51
20231127,012800,4555.75,4556.00,4555.50,4555.50,40
20231127,012900,4555.75,4555.75,4555.00,4555.00,72
20231127,013000,4555.00,4555.25,4555.00,4555.25,38
20231127,013100,4555.00,4555.00,4554.00,4554.00,155
20231127,013200,4554.00,4555.00,4554.00,4554.75,64
20231127,013300,4554.75,4555.00,4554.50,4554.50,79
20231127,013400,4554.50,4555.25,4554.50,4555.25,78
20231127,013500,4555.25,4555.50,4555.00,4555.00,42
20231127,013600,4555.00,4555.25,4554.75,4555.25,99
20231127,013700,4555.25,4555.25,4554.75,4554.75,59
20231127,013800,4555.00,4555.25,4555.00,4555.00,29
20231127,013900,4555.00,4555.00,4554.50,4554.75,130
20231127,014000,4554.75,4554.75,4554.25,4554.25,81
20231127,014100,4554.25,4555.00,4554.25,4555.00,78
20231127,014200,4554.75,4555.00,4554.50,4554.75,137
20231127,014300,4554.75,4554.75,4554.75,4554.75,2
20231127,014400,4554.75,4554.75,4554.50,4554.75,29
20231127,014500,4554.50,4555.25,4554.50,4555.00,58
20231127,014600,4555.00,4555.00,4554.75,4554.75,43
20231127,014700,4554.75,4555.50,4554.75,4555.00,33
20231127,014800,4555.25,4555.25,4555.00,4555.00,39
20231127,014900,4555.25,4555.75,4555.25,4555.75,25
20231127,015000,4555.50,4555.75,4555.50,4555.50,59
20231127,015100,4555.25,4555.50,4555.25,4555.25,18
20231127,015200,4555.25,4555.50,4555.25,4555.25,35
20231127,015300,4555.00,4555.25,4554.75,4555.00,113
20231127,015400,4554.75,4555.25,4554.75,4555.25,11
20231127,015500,4555.00,4555.50,4555.00,4555.50,46
20231127,015600,4555.50,4556.00,4555.50,4555.75,124
20231127,015700,4555.75,4555.75,4555.50,4555.50,30
20231127,015800,4555.50,4555.50,4555.00,4555.00,45
20231127,015900,4555.25,4555.25,4554.75,4555.00,72
20231127,020000,4555.25,4556.00,4555.00,4556.00,233
